id,url,isValid
136313,https://careers-visioncall.icims.com/jobs/search?ss=1,FALSE
230603,https://careers-braums.icims.com/jobs/search?ss=1,TRUE
138802,https://corp-confie.icims.com/jobs/search?ss=1&searchRelation=keyword_all,FALSE
167490,https://careers-blommer.icims.com/jobs/search,FALSE
86332,https://careers-smartm.icims.com/jobs/search?ss=1,FALSE
25764,https://us-careers-beyondsoft.icims.com/jobs/search?ss=1,TRUE
160264,https://globalcareers-teledyne.icims.com/jobs/search?ss=1,TRUE
171410,https://careers-spiritaero.icims.com/jobs/search?ss=1,FALSE
34616,https://careersus-thingsremembered.icims.com/jobs/search?pr=0&mobile=false&width=920&height=500&bga=true&needsRedirect=false&jan1offset=-240&jun1offset=-240,FALSE
158894,https://alaska-pursuit.icims.com/jobs/search?ss=1,TRUE
224435,https://careers-proscribemd.icims.com/jobs/search?pr=0&schemaId=&o=,TRUE
210020,https://corporate-galileo.icims.com/jobs/search?ss=1&mobile=false&width=1110&height=500&bga=true&needsRedirect=false&jan1offset=-480&jun1offset=-420,TRUE
224072,https://internal-westtennesseehealth.icims.com/jobs/search?ss=1&searchRelation=keyword_all,FALSE
85883,https://careers-integer.icims.com/jobs/search?ss=1&searchRelation=keyword_all,TRUE
19281,https://careers-gerbertechnology.icims.com/jobs/search?ss=1&modo=job&iis=Neuvoo,FALSE
67051,https://careers-accuratebackground.icims.com/jobs/search?pr=,FALSE
199099,https://careers-pngaming.icims.com/jobs/search?ss=1&searchCompany=69&mobile=false&width=1140&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-300,TRUE
218804,https://careers-wellnow.icims.com/jobs/search?ss=1,TRUE
223756,https://careers-rndcusa.icims.com/jobs/search?ss=1&searchRelation=keyword_all,TRUE
30465,https://bdocampusen-bdo.icims.com/jobs/search?ss=1,FALSE
196963,https://careers-cfss.icims.com/jobs/search?ss=1,TRUE
136150,https://careers-ingeniousmed.icims.com/jobs/search?ss=1,FALSE
137383,https://careers-grubhub.icims.com/jobs/search?ss=1,FALSE
190474,https://careersfr-cfib.icims.com/jobs/search?ss=1,TRUE
121883,https://careers-helmerinc.icims.com/jobs/search?ss=1,TRUE
224389,https://careers-virginiahospitalcenter.icims.com/jobs/search?ss=1&searchRelation=keyword_all,TRUE
157630,https://careers-hanleywood.icims.com/jobs/search?in_iframe=1,FALSE
147434,https://careers-rosequarter.icims.com/jobs/search?ss=1,FALSE
260476,https://careers-eliotmanagementgroup.icims.com/jobs/search?ss=1,FALSE
225563,https://retail-confie.icims.com/jobs/search,FALSE
67719,https://globalcareers-teledyne.icims.com/jobs/search?ss=1&searchLocation=12955-12964-Ottawa,TRUE
74430,https://careers-at-tpr.icims.com/jobs/search?ss=1,TRUE
178627,https://careers-onr-inc.icims.com/jobs/search?ss=1,FALSE
90564,https://careers-colonnaship.icims.com/jobs/search?pr=0&schemaId=&o=,FALSE
69739,https://careers-brookfieldproperties.icims.com/jobs/search?ss=1https://careers-brookfieldproperties.icims.com/jobs/search?ss=1,TRUE
260795,https://careers-dealer-fx.icims.com/jobs/search?ss=1,TRUE
147192,https://careers-maserconsulting.icims.com/jobs/search?ss=1,FALSE
264866,https://careers-shift4.icims.com/jobs/search?hashed=-625974382,TRUE
204378,https://careers-oswegohealth.icims.com/jobs/search?ss=1,TRUE
91023,https://careers-aceinfosolutions.icims.com/jobs/search,FALSE
147575,https://internationalcareers-masergy.icims.com/jobs/search?ss=1&hashed=-435708798&mobile=false&width=1100&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-300,FALSE
148295,https://upcprofessionalportal-upcinsurance.icims.com/jobs/search?ss=1,FALSE
156618,https://careers-gerbertechnology.icims.com/jobs/search?ss=1&in_iframe=1,FALSE
67994,https://careers-cartoys.icims.com/jobs/search,FALSE
185722,https://external-rbstewart.icims.com/jobs/search?ss=1,TRUE
54141,https://careers-rushmorelm.icims.com/jobs/search?ss=1,FALSE
165107,https://careers-sunchemical.icims.com/jobs/search?ss=1&searchRelation=keyword_all,FALSE
211511,https://careers-cdncontrols.icims.com/jobs/search?ss=1,TRUE
255135,https://careers-jacksonhealthcare.icims.com/jobs/search?ss=1,TRUE
169428,https://careers-ahcinc.icims.com/jobs/search?ss=1,FALSE
137372,https://careers-weiser.icims.com/jobs/search?ss=1,TRUE
84895,https://novasyte-iqvia.icims.com/jobs/search?ss=1,FALSE
137992,https://careers-a-dec.icims.com/jobs/search?ss=1,TRUE
169144,https://careers-aclaristx.icims.com/jobs/search?ss=1,TRUE
221553,https://careers-aag.icims.com/jobs/search?ss=1,TRUE
176804,https://careers-bmj.icims.com/jobs/search?ss=1,TRUE
108038,https://careers-salemhealth.icims.com/jobs/search?mobile=false&width=1140&height=500&bga=true&needsRedirect=false&jan1offset=-240&jun1offset=-240,TRUE
159372,https://careers-lesterbuildings.icims.com/jobs/search?ss=1&in_iframe=1,TRUE
152466,https://inmarketingservices-asm.icims.com/jobs/search?ss=1,TRUE
95840,https://careers-nursecore.icims.com/jobs/search?ss=1,FALSE
72331,https://careers-oculartherapeutix.icims.com/jobs/search?ss=1,TRUE
182380,https://careers-kindredpartners.icims.com/jobs/search?ss=1,TRUE
83589,https://talentline-2020companies.icims.com/jobs/search?ss=1,TRUE
155478,https://cacareers-kubra.icims.com/jobs/search?ss=1,FALSE
152598,https://careers-biscoind.icims.com/jobs/search?pr=0,FALSE
157394,https://careers-westtennesseehealth.icims.com/jobs/search?ss=1&searchRelation=keyword_all,FALSE
185322,https://careers-pilotcat.icims.com/jobs/search?ss=1&hashed=-435625409&mobile=false&width=1903&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-300,FALSE
260450,https://careers-amli.icims.com/jobs/search?ss=1,TRUE
25983,https://careers-bdainc.icims.com/jobs/search?ss=1,FALSE
260574,https://careers-iderapharma.icims.com/jobs/search?ss=1,FALSE
142292,https://jobs-quanticate.icims.com/jobs/search?ss=1,FALSE
